GCA_934882705.1,GCA_934882705.1.fna.gz
GCA_019836405.1,GCA_019836405.1.fna.gz
GCA_000444465.1,GCA_000444465.1.fna.gz
GCA_905332665.1,GCA_905332665.1.fna.gz
GCA_000156855.2,GCA_000156855.2.fna.gz
GCA_014222715.1,GCA_014222715.1.fna.gz
GCA_900456915.1,GCA_900456915.1.fna.gz
GCA_900446945.1,GCA_900446945.1.fna.gz
GCA_902460445.1,GCA_902460445.1.fna.gz
GCA_023277125.1,GCA_023277125.1.fna.gz
GCA_019971835.1,GCA_019971835.1.fna.gz
GCA_900156995.1,GCA_900156995.1.fna.gz
GCA_021129135.1,GCA_021129135.1.fna.gz
GCA_014655005.1,GCA_014655005.1.fna.gz
GCA_000735205.1,GCA_000735205.1.fna.gz
GCA_013625575.1,GCA_013625575.1.fna.gz
GCA_900461075.1,GCA_900461075.1.fna.gz
GCA_000773035.1,GCA_000773035.1.fna.gz
GCA_021044185.1,GCA_021044185.1.fna.gz
GCA_014805275.1,GCA_014805275.1.fna.gz
GCA_019271035.1,GCA_019271035.1.fna.gz
GCA_902830545.1,GCA_902830545.1.fna.gz
GCA_020252105.1,GCA_020252105.1.fna.gz
GCA_901212695.1,GCA_901212695.1.fna.gz
GCA_900459005.1,GCA_900459005.1.fna.gz
GCA_000019025.1,GCA_000019025.1.fna.gz
GCA_011750675.1,GCA_011750675.1.fna.gz
GCA_000438625.1,GCA_000438625.1.fna.gz
GCA_000161135.1,GCA_000161135.1.fna.gz
GCA_000007645.1,GCA_000007645.1.fna.gz
GCA_000011925.1,GCA_000011925.1.fna.gz
GCA_000160935.1,GCA_000160935.1.fna.gz
GCA_000019005.1,GCA_000019005.1.fna.gz
GCA_900459055.1,GCA_900459055.1.fna.gz
GCA_902374115.1,GCA_902374115.1.fna.gz
GCA_019273735.1,GCA_019273735.1.fna.gz
GCA_021043535.1,GCA_021043535.1.fna.gz
GCA_902832975.1,GCA_902832975.1.fna.gz
GCA_015277015.1,GCA_015277015.1.fna.gz
GCA_900446925.1,GCA_900446925.1.fna.gz
GCA_014225645.1,GCA_014225645.1.fna.gz
GCA_017313505.1,GCA_017313505.1.fna.gz
GCA_000698205.1,GCA_000698205.1.fna.gz
GCA_014226395.1,GCA_014226395.1.fna.gz
GCA_017844935.1,GCA_017844935.1.fna.gz
GCA_022485465.1,GCA_022485465.1.fna.gz
GCA_023299665.1,GCA_023299665.1.fna.gz
GCA_904852145.1,GCA_904852145.1.fna.gz
GCA_021043425.1,GCA_021043425.1.fna.gz
GCA_019271915.1,GCA_019271915.1.fna.gz
GCA_000723265.1,GCA_000723265.1.fna.gz
GCA_017291195.1,GCA_017291195.1.fna.gz
GCA_900458975.1,GCA_900458975.1.fna.gz
GCA_000210935.1,GCA_000210935.1.fna.gz
GCA_000161175.1,GCA_000161175.1.fna.gz
GCA_000751035.1,GCA_000751035.1.fna.gz
GCA_000161055.1,GCA_000161055.1.fna.gz
GCA_022134665.1,GCA_022134665.1.fna.gz
GCA_900459245.1,GCA_900459245.1.fna.gz
GCA_000756105.1,GCA_000756105.1.fna.gz
GCA_000826165.2,GCA_000826165.2.fna.gz
GCA_019270875.1,GCA_019270875.1.fna.gz
GCA_905332585.1,GCA_905332585.1.fna.gz
GCA_000382565.1,GCA_000382565.1.fna.gz
GCA_000298655.1,GCA_000298655.1.fna.gz
GCA_903986545.1,GCA_903986545.1.fna.gz
GCA_014222695.1,GCA_014222695.1.fna.gz
GCA_000627275.1,GCA_000627275.1.fna.gz
GCA_017845115.1,GCA_017845115.1.fna.gz
GCA_014226555.1,GCA_014226555.1.fna.gz
GCA_902387035.1,GCA_902387035.1.fna.gz
GCA_023634655.1,GCA_023634655.1.fna.gz
GCA_014103105.1,GCA_014103105.1.fna.gz
GCA_014322475.1,GCA_014322475.1.fna.gz
GCA_021287985.1,GCA_021287985.1.fna.gz
GCA_016771695.1,GCA_016771695.1.fna.gz
GCA_014226805.1,GCA_014226805.1.fna.gz
GCA_016989975.1,GCA_016989975.1.fna.gz
GCA_019271195.1,GCA_019271195.1.fna.gz
GCA_000820825.1,GCA_000820825.1.fna.gz
GCA_020810655.1,GCA_020810655.1.fna.gz
GCA_020252125.1,GCA_020252125.1.fna.gz
GCA_000019825.1,GCA_000019825.1.fna.gz
GCA_000161275.1,GCA_000161275.1.fna.gz
GCA_000160915.1,GCA_000160915.1.fna.gz
GCA_013305215.1,GCA_013305215.1.fna.gz
GCA_022220825.1,GCA_022220825.1.fna.gz
GCA_900407745.1,GCA_900407745.1.fna.gz
GCA_900459155.1,GCA_900459155.1.fna.gz
GCA_016094395.1,GCA_016094395.1.fna.gz
GCA_902141805.1,GCA_902141805.1.fna.gz
GCA_900240025.1,GCA_900240025.1.fna.gz
GCA_000820465.1,GCA_000820465.1.fna.gz
GCA_019270995.1,GCA_019270995.1.fna.gz
GCA_021655635.1,GCA_021655635.1.fna.gz
GCA_900639515.1,GCA_900639515.1.fna.gz
GCA_014226755.1,GCA_014226755.1.fna.gz
GCA_934833895.1,GCA_934833895.1.fna.gz
GCA_014225565.1,GCA_014225565.1.fna.gz
GCA_021129045.1,GCA_021129045.1.fna.gz
GCA_019733215.1,GCA_019733215.1.fna.gz
GCA_902363265.1,GCA_902363265.1.fna.gz
GCA_014225615.1,GCA_014225615.1.fna.gz
GCA_934842935.1,GCA_934842935.1.fna.gz
GCA_014228385.1,GCA_014228385.1.fna.gz
GCA_019271055.1,GCA_019271055.1.fna.gz
GCA_000470495.1,GCA_000470495.1.fna.gz
GCA_000027105.1,GCA_000027105.1.fna.gz
GCA_902830595.1,GCA_902830595.1.fna.gz
GCA_900452805.1,GCA_900452805.1.fna.gz
GCA_900459285.1,GCA_900459285.1.fna.gz
GCA_000211015.1,GCA_000211015.1.fna.gz
GCA_015680425.1,GCA_015680425.1.fna.gz
GCA_000161315.1,GCA_000161315.1.fna.gz
GCA_000161235.1,GCA_000161235.1.fna.gz
GCA_000463175.1,GCA_000463175.1.fna.gz
GCA_015680505.1,GCA_015680505.1.fna.gz
GCA_000210955.1,GCA_000210955.1.fna.gz
GCA_900458935.1,GCA_900458935.1.fna.gz
GCA_000210395.1,GCA_000210395.1.fna.gz
GCA_000169495.2,GCA_000169495.2.fna.gz
GCA_019271215.1,GCA_019271215.1.fna.gz
GCA_019837745.1,GCA_019837745.1.fna.gz
GCA_000172255.1,GCA_000172255.1.fna.gz
GCA_902832875.1,GCA_902832875.1.fna.gz
GCA_932750725.1,GCA_932750725.1.fna.gz
GCA_014527455.1,GCA_014527455.1.fna.gz
GCA_934871925.1,GCA_934871925.1.fna.gz
GCA_014226285.1,GCA_014226285.1.fna.gz
GCA_902460615.1,GCA_902460615.1.fna.gz
GCA_000227175.1,GCA_000227175.1.fna.gz
GCA_019972495.1,GCA_019972495.1.fna.gz
GCA_000612145.1,GCA_000612145.1.fna.gz
GCA_019733115.1,GCA_019733115.1.fna.gz
GCA_000982575.1,GCA_000982575.1.fna.gz
GCA_014655075.1,GCA_014655075.1.fna.gz
GCA_022835815.1,GCA_022835815.1.fna.gz
GCA_014226985.1,GCA_014226985.1.fna.gz
GCA_902374525.1,GCA_902374525.1.fna.gz
GCA_023299505.1,GCA_023299505.1.fna.gz
GCA_905332615.1,GCA_905332615.1.fna.gz
GCA_014805095.1,GCA_014805095.1.fna.gz
GCA_019271095.1,GCA_019271095.1.fna.gz
GCA_000359545.5,GCA_000359545.5.fna.gz
GCA_000270485.1,GCA_000270485.1.fna.gz
GCA_900459105.1,GCA_900459105.1.fna.gz
GCA_000211055.2,GCA_000211055.2.fna.gz
GCA_000338315.1,GCA_000338315.1.fna.gz
GCA_000161095.1,GCA_000161095.1.fna.gz
GCA_000463195.1,GCA_000463195.1.fna.gz
GCA_015680435.1,GCA_015680435.1.fna.gz
GCA_000211035.2,GCA_000211035.2.fna.gz
GCA_900458995.1,GCA_900458995.1.fna.gz
GCA_900452825.1,GCA_900452825.1.fna.gz
GCA_019271895.1,GCA_019271895.1.fna.gz
GCA_023299785.1,GCA_023299785.1.fna.gz
GCA_900454645.1,GCA_900454645.1.fna.gz
GCA_000939835.1,GCA_000939835.1.fna.gz
GCA_014322465.1,GCA_014322465.1.fna.gz
GCA_902460475.1,GCA_902460475.1.fna.gz
GCA_022835855.1,GCA_022835855.1.fna.gz
GCA_902387855.1,GCA_902387855.1.fna.gz
GCA_000495995.1,GCA_000495995.1.fna.gz
GCA_902387785.1,GCA_902387785.1.fna.gz
GCA_000143705.2,GCA_000143705.2.fna.gz
GCA_000508285.1,GCA_000508285.1.fna.gz
GCA_014226315.1,GCA_014226315.1.fna.gz
GCA_013184165.1,GCA_013184165.1.fna.gz
GCA_904850865.1,GCA_904850865.1.fna.gz
GCA_014805145.1,GCA_014805145.1.fna.gz
GCA_019271135.1,GCA_019271135.1.fna.gz
GCA_000751935.2,GCA_000751935.2.fna.gz
GCA_000155025.1,GCA_000155025.1.fna.gz
GCA_000770475.1,GCA_000770475.1.fna.gz
GCA_016094415.1,GCA_016094415.1.fna.gz
GCA_900459235.1,GCA_900459235.1.fna.gz
GCA_000210995.1,GCA_000210995.1.fna.gz
GCA_000463235.1,GCA_000463235.1.fna.gz
GCA_000161355.1,GCA_000161355.1.fna.gz
GCA_000161375.1,GCA_000161375.1.fna.gz
GCA_000463255.1,GCA_000463255.1.fna.gz
GCA_017291255.1,GCA_017291255.1.fna.gz
GCA_900057565.1,GCA_900057565.1.fna.gz
GCA_019266325.2,GCA_019266325.2.fna.gz
GCA_019271235.1,GCA_019271235.1.fna.gz
GCA_014805255.1,GCA_014805255.1.fna.gz
GCA_013184205.1,GCA_013184205.1.fna.gz
GCA_014266125.1,GCA_014266125.1.fna.gz
GCA_015275875.1,GCA_015275875.1.fna.gz
GCA_902460515.1,GCA_902460515.1.fna.gz
GCA_903684335.1,GCA_903684335.1.fna.gz
GCA_000712925.1,GCA_000712925.1.fna.gz
GCA_019972455.1,GCA_019972455.1.fna.gz
GCA_022012315.1,GCA_022012315.1.fna.gz
GCA_900110445.1,GCA_900110445.1.fna.gz
GCA_000496015.1,GCA_000496015.1.fna.gz
GCA_021122465.1,GCA_021122465.1.fna.gz
GCA_013166325.1,GCA_013166325.1.fna.gz
GCA_000712915.1,GCA_000712915.1.fna.gz
GCA_000775795.1,GCA_000775795.1.fna.gz
GCA_014225815.1,GCA_014225815.1.fna.gz
GCA_903986515.1,GCA_903986515.1.fna.gz
GCA_016881925.1,GCA_016881925.1.fna.gz
GCA_020882095.1,GCA_020882095.1.fna.gz
GCA_904850275.1,GCA_904850275.1.fna.gz
GCA_016990065.1,GCA_016990065.1.fna.gz
GCA_019273755.1,GCA_019273755.1.fna.gz
GCA_900061625.1,GCA_900061625.1.fna.gz
GCA_016094475.1,GCA_016094475.1.fna.gz
GCA_000463275.1,GCA_000463275.1.fna.gz
GCA_000161395.1,GCA_000161395.1.fna.gz
GCA_000161255.1,GCA_000161255.1.fna.gz
GCA_900079545.1,GCA_900079545.1.fna.gz
GCA_900231475.1,GCA_900231475.1.fna.gz
GCA_900459255.1,GCA_900459255.1.fna.gz
GCA_900054415.1,GCA_900054415.1.fna.gz
GCA_019271935.1,GCA_019271935.1.fna.gz
GCA_902833915.1,GCA_902833915.1.fna.gz
GCA_900044005.1,GCA_900044005.1.fna.gz
GCA_903986475.1,GCA_903986475.1.fna.gz
GCA_014224415.1,GCA_014224415.1.fna.gz
GCA_017163835.1,GCA_017163835.1.fna.gz
GCA_902460865.1,GCA_902460865.1.fna.gz
GCA_014694455.1,GCA_014694455.1.fna.gz
GCA_000190495.1,GCA_000190495.1.fna.gz
GCA_013342965.1,GCA_013342965.1.fna.gz
GCA_013166335.1,GCA_013166335.1.fna.gz
GCA_000496055.1,GCA_000496055.1.fna.gz
GCA_019754055.1,GCA_019754055.1.fna.gz
GCA_000496035.1,GCA_000496035.1.fna.gz
GCA_022835835.1,GCA_022835835.1.fna.gz
GCA_000775895.1,GCA_000775895.1.fna.gz
GCA_015275215.1,GCA_015275215.1.fna.gz
GCA_900109635.1,GCA_900109635.1.fna.gz
GCA_903986385.1,GCA_903986385.1.fna.gz
GCA_901875505.1,GCA_901875505.1.fna.gz
GCA_020882055.1,GCA_020882055.1.fna.gz
GCA_019838465.1,GCA_019838465.1.fna.gz
GCA_019271015.1,GCA_019271015.1.fna.gz
GCA_000306415.2,GCA_000306415.2.fna.gz
GCA_019843765.1,GCA_019843765.1.fna.gz
GCA_900050565.1,GCA_900050565.1.fna.gz
GCA_900683545.1,GCA_900683545.1.fna.gz
GCA_000003955.1,GCA_000003955.1.fna.gz
GCA_900478245.1,GCA_900478245.1.fna.gz
GCA_900445355.1,GCA_900445355.1.fna.gz
GCA_900062345.1,GCA_900062345.1.fna.gz
GCA_902830385.1,GCA_902830385.1.fna.gz
GCA_000182585.2,GCA_000182585.2.fna.gz
GCA_000244535.3,GCA_000244535.3.fna.gz
GCA_019270695.1,GCA_019270695.1.fna.gz
GCA_000183885.1,GCA_000183885.1.fna.gz
GCA_903986185.1,GCA_903986185.1.fna.gz
GCA_900450565.1,GCA_900450565.1.fna.gz
GCA_017163415.1,GCA_017163415.1.fna.gz
GCA_000321085.1,GCA_000321085.1.fna.gz
GCA_017151445.1,GCA_017151445.1.fna.gz
GCA_019753955.1,GCA_019753955.1.fna.gz
GCA_020592195.1,GCA_020592195.1.fna.gz
GCA_019972475.1,GCA_019972475.1.fna.gz
GCA_013625795.1,GCA_013625795.1.fna.gz
GCA_000211215.2,GCA_000211215.2.fna.gz
GCA_015277245.1,GCA_015277245.1.fna.gz
GCA_022486225.1,GCA_022486225.1.fna.gz
GCA_903986335.1,GCA_903986335.1.fna.gz
GCA_019838565.1,GCA_019838565.1.fna.gz
GCA_019271295.1,GCA_019271295.1.fna.gz
GCA_000306315.2,GCA_000306315.2.fna.gz
GCA_900063825.1,GCA_900063825.1.fna.gz
GCA_900459075.1,GCA_900459075.1.fna.gz
GCA_019428465.1,GCA_019428465.1.fna.gz
GCA_918184965.1,GCA_918184965.1.fna.gz
GCA_903992665.1,GCA_903992665.1.fna.gz
GCA_000800615.1,GCA_000800615.1.fna.gz
GCA_019273695.1,GCA_019273695.1.fna.gz
GCA_016990255.1,GCA_016990255.1.fna.gz
GCA_904851405.1,GCA_904851405.1.fna.gz
GCA_903986295.1,GCA_903986295.1.fna.gz
GCA_022485305.1,GCA_022485305.1.fna.gz
GCA_014227025.1,GCA_014227025.1.fna.gz
GCA_019972695.1,GCA_019972695.1.fna.gz
GCA_019971135.1,GCA_019971135.1.fna.gz
GCA_021123825.1,GCA_021123825.1.fna.gz
GCA_019971215.1,GCA_019971215.1.fna.gz
GCA_000332735.1,GCA_000332735.1.fna.gz
GCA_013114525.1,GCA_013114525.1.fna.gz
GCA_015276215.1,GCA_015276215.1.fna.gz
GCA_903986065.1,GCA_903986065.1.fna.gz
GCA_900639525.1,GCA_900639525.1.fna.gz
GCA_023299605.1,GCA_023299605.1.fna.gz
GCA_000438845.1,GCA_000438845.1.fna.gz
GCA_900059995.1,GCA_900059995.1.fna.gz
GCA_020252285.1,GCA_020252285.1.fna.gz
GCA_900458985.1,GCA_900458985.1.fna.gz
GCA_902506635.1,GCA_902506635.1.fna.gz
GCA_000934225.1,GCA_000934225.1.fna.gz
GCA_019754215.1,GCA_019754215.1.fna.gz
GCA_903992695.1,GCA_903992695.1.fna.gz
GCA_900407755.1,GCA_900407755.1.fna.gz
GCA_900459085.1,GCA_900459085.1.fna.gz
GCA_900056645.1,GCA_900056645.1.fna.gz
GCA_000193455.1,GCA_000193455.1.fna.gz
GCA_000342885.1,GCA_000342885.1.fna.gz
GCA_000376285.1,GCA_000376285.1.fna.gz
GCA_900460535.1,GCA_900460535.1.fna.gz
GCA_904850885.1,GCA_904850885.1.fna.gz
GCA_023299225.1,GCA_023299225.1.fna.gz
GCA_903986425.1,GCA_903986425.1.fna.gz
GCA_015275825.1,GCA_015275825.1.fna.gz
GCA_014265115.1,GCA_014265115.1.fna.gz
GCA_000949675.1,GCA_000949675.1.fna.gz
GCA_021128915.1,GCA_021128915.1.fna.gz
GCA_021128995.1,GCA_021128995.1.fna.gz
GCA_022836355.1,GCA_022836355.1.fna.gz
GCA_902387105.1,GCA_902387105.1.fna.gz
GCA_000251125.2,GCA_000251125.2.fna.gz
GCA_903986165.1,GCA_903986165.1.fna.gz
GCA_900454185.1,GCA_900454185.1.fna.gz
GCA_900638825.1,GCA_900638825.1.fna.gz
GCA_019838385.1,GCA_019838385.1.fna.gz
GCA_900062315.1,GCA_900062315.1.fna.gz
GCA_020252045.1,GCA_020252045.1.fna.gz
GCA_903992675.1,GCA_903992675.1.fna.gz
GCA_905221555.1,GCA_905221555.1.fna.gz
GCA_900458605.1,GCA_900458605.1.fna.gz
GCA_900079575.1,GCA_900079575.1.fna.gz
GCA_903992715.1,GCA_903992715.1.fna.gz
GCA_000740925.2,GCA_000740925.2.fna.gz
GCA_900049245.1,GCA_900049245.1.fna.gz
GCA_000195145.1,GCA_000195145.1.fna.gz
GCA_000355135.1,GCA_000355135.1.fna.gz
GCA_901875525.1,GCA_901875525.1.fna.gz
GCA_900454055.1,GCA_900454055.1.fna.gz
GCA_902497465.1,GCA_902497465.1.fna.gz
GCA_019734635.1,GCA_019734635.1.fna.gz
GCA_013369385.1,GCA_013369385.1.fna.gz
GCA_019753915.1,GCA_019753915.1.fna.gz
GCA_019971515.1,GCA_019971515.1.fna.gz
GCA_936925795.1,GCA_936925795.1.fna.gz
GCA_902460685.1,GCA_902460685.1.fna.gz
GCA_014223325.1,GCA_014223325.1.fna.gz
GCA_017845075.1,GCA_017845075.1.fna.gz
GCA_903986225.1,GCA_903986225.1.fna.gz
GCA_000813305.1,GCA_000813305.1.fna.gz
GCA_000472205.1,GCA_000472205.1.fna.gz
GCA_900053715.1,GCA_900053715.1.fna.gz
GCA_020251965.1,GCA_020251965.1.fna.gz
GCA_900407485.1,GCA_900407485.1.fna.gz
GCA_902506675.1,GCA_902506675.1.fna.gz
GCA_900445375.1,GCA_900445375.1.fna.gz
GCA_014334255.1,GCA_014334255.1.fna.gz
GCA_903992755.1,GCA_903992755.1.fna.gz
GCA_000472225.1,GCA_000472225.1.fna.gz
GCA_000346975.1,GCA_000346975.1.fna.gz
GCA_903986405.1,GCA_903986405.1.fna.gz
GCA_014224045.1,GCA_014224045.1.fna.gz
GCA_020093185.1,GCA_020093185.1.fna.gz
GCA_019972675.1,GCA_019972675.1.fna.gz
GCA_013743755.1,GCA_013743755.1.fna.gz
GCA_000314595.1,GCA_000314595.1.fna.gz
GCA_018401035.1,GCA_018401035.1.fna.gz
GCA_000523895.1,GCA_000523895.1.fna.gz
GCA_903986445.1,GCA_903986445.1.fna.gz
GCA_019839125.1,GCA_019839125.1.fna.gz
GCA_019266465.2,GCA_019266465.2.fna.gz
GCA_020251945.1,GCA_020251945.1.fna.gz
GCA_903992745.1,GCA_903992745.1.fna.gz
GCA_905221595.1,GCA_905221595.1.fna.gz
GCA_900408155.1,GCA_900408155.1.fna.gz
GCA_016989755.1,GCA_016989755.1.fna.gz
GCA_902832855.1,GCA_902832855.1.fna.gz
GCA_017844975.1,GCA_017844975.1.fna.gz
GCA_000233735.1,GCA_000233735.1.fna.gz
GCA_013747035.1,GCA_013747035.1.fna.gz
GCA_021129035.1,GCA_021129035.1.fna.gz
GCA_021128905.1,GCA_021128905.1.fna.gz
GCA_000588535.1,GCA_000588535.1.fna.gz
GCA_015277005.1,GCA_015277005.1.fna.gz
GCA_021081785.1,GCA_021081785.1.fna.gz
GCA_023299705.1,GCA_023299705.1.fna.gz
GCA_902833835.1,GCA_902833835.1.fna.gz
GCA_014805195.1,GCA_014805195.1.fna.gz
GCA_903992765.1,GCA_903992765.1.fna.gz
GCA_016127835.1,GCA_016127835.1.fna.gz
GCA_016889645.1,GCA_016889645.1.fna.gz
GCA_000463215.1,GCA_000463215.1.fna.gz
GCA_000967055.1,GCA_000967055.1.fna.gz
GCA_902385965.1,GCA_902385965.1.fna.gz
GCA_905332645.1,GCA_905332645.1.fna.gz
GCA_900638805.1,GCA_900638805.1.fna.gz
GCA_015831795.1,GCA_015831795.1.fna.gz
GCA_014226145.1,GCA_014226145.1.fna.gz
GCA_019971815.1,GCA_019971815.1.fna.gz
GCA_016197405.1,GCA_016197405.1.fna.gz
GCA_013368845.2,GCA_013368845.2.fna.gz
GCA_021123585.1,GCA_021123585.1.fna.gz
GCA_019971655.1,GCA_019971655.1.fna.gz
GCA_022835875.1,GCA_022835875.1.fna.gz
GCA_903986415.1,GCA_903986415.1.fna.gz
GCA_023300025.1,GCA_023300025.1.fna.gz
GCA_904850945.1,GCA_904850945.1.fna.gz
GCA_014805185.1,GCA_014805185.1.fna.gz
GCA_022097175.1,GCA_022097175.1.fna.gz
GCA_023169665.1,GCA_023169665.1.fna.gz
GCA_013162025.1,GCA_013162025.1.fna.gz
GCA_014792125.1,GCA_014792125.1.fna.gz
GCA_900065435.1,GCA_900065435.1.fna.gz
GCA_019836515.1,GCA_019836515.1.fna.gz
GCA_904852185.1,GCA_904852185.1.fna.gz
GCA_900454035.1,GCA_900454035.1.fna.gz
GCA_900639415.1,GCA_900639415.1.fna.gz
GCA_022485015.1,GCA_022485015.1.fna.gz
GCA_014226545.1,GCA_014226545.1.fna.gz
GCA_901212375.1,GCA_901212375.1.fna.gz
GCA_903684555.1,GCA_903684555.1.fna.gz
GCA_016767735.1,GCA_016767735.1.fna.gz
GCA_022835795.1,GCA_022835795.1.fna.gz
GCA_013419735.1,GCA_013419735.1.fna.gz
GCA_021731805.1,GCA_021731805.1.fna.gz
GCA_019754095.1,GCA_019754095.1.fna.gz
GCA_016767755.1,GCA_016767755.1.fna.gz
GCA_017377435.1,GCA_017377435.1.fna.gz
GCA_014229045.1,GCA_014229045.1.fna.gz
GCA_022485385.1,GCA_022485385.1.fna.gz
GCA_900062475.1,GCA_900062475.1.fna.gz
GCA_017291155.1,GCA_017291155.1.fna.gz
GCA_900231485.1,GCA_900231485.1.fna.gz
GCA_900458515.1,GCA_900458515.1.fna.gz
GCA_022570115.1,GCA_022570115.1.fna.gz
GCA_900058815.1,GCA_900058815.1.fna.gz
GCA_905332705.1,GCA_905332705.1.fna.gz
GCA_020844125.1,GCA_020844125.1.fna.gz
GCA_900454165.1,GCA_900454165.1.fna.gz
GCA_015377765.1,GCA_015377765.1.fna.gz
GCA_022485585.1,GCA_022485585.1.fna.gz
GCA_014224385.1,GCA_014224385.1.fna.gz
GCA_000803185.1,GCA_000803185.1.fna.gz
GCA_019971675.1,GCA_019971675.1.fna.gz
GCA_013336605.1,GCA_013336605.1.fna.gz
GCA_016185315.1,GCA_016185315.1.fna.gz
GCA_000949695.1,GCA_000949695.1.fna.gz
GCA_902460565.1,GCA_902460565.1.fna.gz
GCA_903986085.1,GCA_903986085.1.fna.gz
GCA_016989775.1,GCA_016989775.1.fna.gz
GCA_902830585.1,GCA_902830585.1.fna.gz
GCA_900062425.1,GCA_900062425.1.fna.gz
GCA_022870525.1,GCA_022870525.1.fna.gz
GCA_017291075.1,GCA_017291075.1.fna.gz
GCA_900458645.1,GCA_900458645.1.fna.gz
GCA_014334175.1,GCA_014334175.1.fna.gz
GCA_900062865.1,GCA_900062865.1.fna.gz
GCA_000774945.1,GCA_000774945.1.fna.gz
GCA_019836565.1,GCA_019836565.1.fna.gz
GCA_904849775.1,GCA_904849775.1.fna.gz
GCA_903986075.1,GCA_903986075.1.fna.gz
GCA_015277215.1,GCA_015277215.1.fna.gz
GCA_902460785.1,GCA_902460785.1.fna.gz
GCA_013114545.1,GCA_013114545.1.fna.gz
GCA_019972535.1,GCA_019972535.1.fna.gz
GCA_019753935.1,GCA_019753935.1.fna.gz
GCA_000582235.1,GCA_000582235.1.fna.gz
GCA_900119525.1,GCA_900119525.1.fna.gz
GCA_903986875.1,GCA_903986875.1.fna.gz
GCA_015276165.1,GCA_015276165.1.fna.gz
GCA_903986285.1,GCA_903986285.1.fna.gz
GCA_900454085.1,GCA_900454085.1.fna.gz
GCA_023299585.1,GCA_023299585.1.fna.gz
GCA_019837685.1,GCA_019837685.1.fna.gz
GCA_014525355.1,GCA_014525355.1.fna.gz
GCA_018221565.1,GCA_018221565.1.fna.gz
GCA_014903775.1,GCA_014903775.1.fna.gz
GCA_900058595.1,GCA_900058595.1.fna.gz
GCA_900447005.1,GCA_900447005.1.fna.gz
GCA_014525225.1,GCA_014525225.1.fna.gz
GCA_019837805.1,GCA_019837805.1.fna.gz
GCA_904850255.1,GCA_904850255.1.fna.gz
GCA_903986205.1,GCA_903986205.1.fna.gz
GCA_014226175.1,GCA_014226175.1.fna.gz
GCA_020093015.1,GCA_020093015.1.fna.gz
GCA_022967955.1,GCA_022967955.1.fna.gz
GCA_019971755.1,GCA_019971755.1.fna.gz
GCA_900119335.1,GCA_900119335.1.fna.gz
GCA_014142565.1,GCA_014142565.1.fna.gz
GCA_020438845.1,GCA_020438845.1.fna.gz
GCA_015773165.1,GCA_015773165.1.fna.gz
GCA_018401645.1,GCA_018401645.1.fna.gz
GCA_019643165.1,GCA_019643165.1.fna.gz
GCA_019971855.1,GCA_019971855.1.fna.gz
GCA_015277135.1,GCA_015277135.1.fna.gz
GCA_022486385.1,GCA_022486385.1.fna.gz
GCA_903986125.1,GCA_903986125.1.fna.gz
GCA_023746575.1,GCA_023746575.1.fna.gz
GCA_019838045.1,GCA_019838045.1.fna.gz
GCA_900057775.1,GCA_900057775.1.fna.gz
GCA_022220725.1,GCA_022220725.1.fna.gz
GCA_018704485.1,GCA_018704485.1.fna.gz
GCA_014334275.1,GCA_014334275.1.fna.gz
GCA_017291305.1,GCA_017291305.1.fna.gz
GCA_900055575.1,GCA_900055575.1.fna.gz
GCA_902830575.1,GCA_902830575.1.fna.gz
GCA_019838685.1,GCA_019838685.1.fna.gz
GCA_902830305.1,GCA_902830305.1.fna.gz
GCA_015377745.1,GCA_015377745.1.fna.gz
GCA_900453995.1,GCA_900453995.1.fna.gz
GCA_903986105.1,GCA_903986105.1.fna.gz
GCA_014229025.1,GCA_014229025.1.fna.gz
GCA_937969325.1,GCA_937969325.1.fna.gz
GCA_937997995.1,GCA_937997995.1.fna.gz
GCA_000208445.2,GCA_000208445.2.fna.gz
GCA_014141995.1,GCA_014141995.1.fna.gz
GCA_019971735.1,GCA_019971735.1.fna.gz
GCA_000263455.1,GCA_000263455.1.fna.gz
GCA_013140085.1,GCA_013140085.1.fna.gz
GCA_943914065.1,GCA_943914065.1.fna.gz
GCA_015276235.1,GCA_015276235.1.fna.gz
GCA_903986155.1,GCA_903986155.1.fna.gz
GCA_015956405.1,GCA_015956405.1.fna.gz
GCA_900454155.1,GCA_900454155.1.fna.gz
GCA_023299425.1,GCA_023299425.1.fna.gz
GCA_904850245.1,GCA_904850245.1.fna.gz
GCA_019838005.1,GCA_019838005.1.fna.gz
GCA_900458655.1,GCA_900458655.1.fna.gz
GCA_900079425.1,GCA_900079425.1.fna.gz
GCA_017290755.1,GCA_017290755.1.fna.gz
GCA_900062445.1,GCA_900062445.1.fna.gz
GCA_900460415.1,GCA_900460415.1.fna.gz
GCA_019836545.1,GCA_019836545.1.fna.gz
GCA_900453985.1,GCA_900453985.1.fna.gz
GCA_900639335.1,GCA_900639335.1.fna.gz
GCA_903986485.1,GCA_903986485.1.fna.gz
GCA_902363305.1,GCA_902363305.1.fna.gz
GCA_902460795.1,GCA_902460795.1.fna.gz
GCA_013046845.1,GCA_013046845.1.fna.gz
GCA_019971595.1,GCA_019971595.1.fna.gz
GCA_014142325.1,GCA_014142325.1.fna.gz
GCA_000208545.2,GCA_000208545.2.fna.gz
GCA_019247635.1,GCA_019247635.1.fna.gz
GCA_000208485.2,GCA_000208485.2.fna.gz
