#assembly_accession,organism_name
GCA_027604085.1,Chytriomyces hyalinus
GCA_030563745.1,Kodamaea alishanica (nom. inval.)
GCA_030575095.1,Scheffersomyces ergatensis
GCA_030568835.1,Kodamaea hsintzibuensis (nom. inval.)
GCA_030558205.1,Kodamaea kaohsiungensis (nom. inval.)
GCA_030562865.1,Kodamaea lidongshanica (nom. inval.)
GCA_030566775.1,[Candida] smagusa
GCA_030569175.1,[Candida] manassasensis
GCA_900074725.1,Lachancea dasiensis
GCA_012184565.1,Aspergillus floridensis
GCA_008694245.1,Ganoderma sp. BRIUMSc
GCA_000298775.1,Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1
GCA_001890725.1,Aspergillus wentii DTO 134E9
GCA_001890105.1,Penicilliopsis zonata CBS 506.65
GCA_013180795.1,Saccharomyces pastorianus CBS 1513
GCA_025758715.1,Glaciozyma martinii
GCA_030574045.1,Zygosaccharomyces siamensis
GCA_022609195.1,Plenodomus libanotidis
GCA_017657315.1,Termitomyces sp. K1Ag
GCA_022818035.1,Armillaria solidipes
GCA_000981605.1,Pyronema omphalodes CBS 100304
GCA_000271565.1,Ganoderma lucidum G.260125-1
GCA_002760635.1,Ganoderma sinense ZZ0214-1
GCA_025742365.1,Coniothyrium glycines
GCA_022560095.1,Plenodomus tracheiphilus
GCA_000750115.2,Talaromyces marneffei PM1
GCA_029581795.1,Scheffersomyces amazonensis
GCA_002335625.1,Cutaneotrichosporon cyanovorans
GCA_030370985.1,Ilyonectria mors-panacis
GCA_021365365.1,Ilyonectria robusta
GCA_020744375.1,Dactylonectria estremocensis
GCA_029931735.1,Dactylonectria alcacerensis
GCA_028827665.1,Penicillium hispanicum
GCA_010093935.1,Zasmidium cellare ATCC 36951
GCA_000259975.2,Fusarium oxysporum f. sp. lycopersici MN25
GCA_000260075.2,Fusarium oxysporum f. sp. pisi HDV247
GCA_015353045.1,Saccharomyces eubayanus
GCA_001636815.1,Niveomyces insectorum RCEF 264
GCA_000804445.1,Metarhizium album ARSEF 1941
GCA_001636725.1,Cordyceps fumosorosea ARSEF 2679
GCA_001636745.1,Metarhizium rileyi RCEF 4871
GCA_001636735.1,Beauveria brongniartii RCEF 3172
GCA_001636795.1,Akanthomyces lecanii RCEF 1005
GCA_001636675.1,Moelleriella libera RCEF 2490
GCA_002087885.1,Hepatospora eriocheir
GCA_002087915.1,Enterospora canceri
GCA_004155945.1,Monosporascus sp. mg162
GCA_900185085.1,Rhizoctonia solani AG-3
GCA_000524645.1,Rhizoctonia solani AG-3 Rhs1AP
GCA_026023525.1,Geoglossum simile
GCA_000421905.1,Tolypocladium inflatum NRRL8044
GCA_000275665.1,Saccharomyces cerevisiae YJSH1
GCA_000260155.3,Fusarium oxysporum f. sp. radicis-lycopersici 26381
GCA_000260175.2,Fusarium oxysporum f. sp. vasinfectum 25433
GCA_000260195.2,Fusarium odoratissimum NRRL 54006
GCA_000260495.2,Fusarium oxysporum f. sp. melonis 26406
GCA_000260215.2,Fusarium oxysporum f. sp. conglutinans race 2 54008
GCA_000260235.2,Fusarium oxysporum f. sp. raphani 54005
GCA_030571655.1,Kazachstania lodderae
GCA_003708835.2,Kazachstania solicola
GCA_003708825.3,Kazachstania spencerorum
GCA_000755205.1,Meyerozyma caribbica MG20W
GCA_019775405.1,Aureobasidium leucospermi
GCA_030411735.1,Phialemonium atrogriseum
GCA_004353045.1,Thyridium curvatum
GCA_012550715.1,Geosmithia morbida
GCA_030674785.1,[Candida] pseudoaaseri
GCA_000773845.1,Candida albicans 12C
GCA_000775455.1,Candida albicans L26
GCA_000773755.1,Candida albicans P94015
GCA_000774085.1,Candida albicans P87
GCA_000773745.1,Candida albicans P37005
GCA_000784525.1,Candida albicans P60002
GCA_000775445.1,Candida albicans 19F
GCA_000773735.1,Candida albicans GC75
GCA_000773725.1,Candida albicans P78048
GCA_000773805.1,Candida albicans P57072
GCA_000775465.1,Candida albicans P34048
GCA_000773825.1,Candida albicans P37037
GCA_000784515.1,Candida albicans P37039
GCA_000784575.1,Candida albicans P75010
GCA_000784595.1,Candida albicans P75016
GCA_000775505.1,Candida albicans P57055
GCA_000775525.1,Candida albicans P75063
GCA_000784505.1,Candida albicans P76055
GCA_000784495.1,Candida albicans P76067
GCA_000784615.1,Candida albicans P78042
GCA_000234495.1,Saccharomyces cerevisiae EC9-8
GCA_030571335.1,Magnusiomyces capitatus
GCA_011947395.2,Colletotrichum karsti
GCA_027569505.1,Chloridium humicola
GCA_004802705.1,Bondarzewia mesenterica
GCA_014904895.1,Tricholoma matsutake 945
GCA_000827195.1,Laccaria amethystina LaAM-08-1
GCA_002865645.1,Hyaloscypha bicolor E
GCA_000326105.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7
GCA_000312925.2,Taphrina deformans PYCC 5710
GCA_023213065.1,Komagataella ulmi
GCA_023212995.1,Komagataella populi
GCA_013396095.1,Fusarium sp. NRRL 52700
GCA_000238015.2,Glarea lozoyensis 74030
GCA_001600315.1,Apiotrichum gamsii
GCA_032433595.1,Conoideocrella luteorostrata
GCA_032158105.1,Aspergillus hortae
GCA_914271525.1,Rhizoctonia solani AG-1 IB
GCA_029590625.1,Lasiodiplodia mahajangana
GCA_011058885.1,Penicillium rubens
GCA_910890315.1,Serendipita indica DSM 11827
GCA_000347355.1,Claviceps purpurea 20.1
GCA_001599395.1,Scheffersomyces lignosus
GCA_030572575.1,Scheffersomyces insectosa
GCA_029747595.1,Trametes cubensis
GCA_022385755.1,Trametopsis cervina
GCA_030578475.1,Hyphopichia wangnamkhiaoensis
GCA_003614995.1,Cladosporium phlei
GCA_000409485.1,Glarea lozoyensis ATCC 20868
GCA_026025805.1,Thelocarpon impressellum
GCA_030574435.1,Wickerhamiella infanticola
GCA_030582355.1,[Candida] spencermartinsiae
GCA_910591825.1,Funneliformis caledonium
GCA_946475005.1,Funneliformis geosporum
GCA_025602905.1,Phlyctochytrium arcticum
GCA_000292665.1,fungal sp. EF0021
GCA_000239015.2,Debaryomyces hansenii var. hansenii MTCC 234
GCA_000256225.1,Alternaria arborescens EGS 39-128
GCA_009761125.1,Epicoccum nigrum P16
GCA_000259595.1,Brettanomyces bruxellensis AWRI1499
GCA_030407185.1,Lipomyces yarrowii
GCA_030556265.1,Limtongia smithiae
GCA_030770045.1,Colletotrichum brevisporum
GCA_013372555.1,Elsinoe arachidis
GCA_030565005.1,Scheffersomyces virginianus
GCA_030556775.1,Scheffersomyces quercinus
GCA_000302655.1,Macrophomina phaseolina MS6
GCA_027579055.1,Coemansia interrupta
GCA_000262775.1,Ganoderma lucidum Xiangnong No.1
GCA_000328385.1,Cyberlindnera jadinii NBRC 0988
GCA_000296255.1,Omphalotus olearius VT 653.13
GCA_000934395.1,Fistulina hepatica ATCC 64428
GCA_026023565.1,Cirrosporium novae-zelandiae
GCA_026120035.1,Coleophoma eucalyptorum
GCA_000320785.2,Rhodotorula toruloides NP11
GCA_031761475.1,Penicillium pancosmium
GCA_028827165.1,Penicillium cosmopolitanum
GCA_028826775.1,Penicillium argentinense
GCA_021365285.1,Talaromyces proteolyticus
GCA_020226115.1,Colletotrichum viniferum
GCA_016772295.1,Coprinopsis cinerea AmutBmut pab1-1
GCA_028826785.1,Penicillium atrosanguineum
GCA_014904835.1,Paxillus ammoniavirescens
GCA_928858565.1,Anthracocystis walkeri
GCA_928724795.1,Ustanciosporium gigantosporum
GCA_027602005.1,Geranomyces michiganensis
GCA_000315875.1,Candida orthopsilosis Co 90-125
GCA_000291705.1,Sphaerulina populicola P02.02b
GCA_000467735.1,Rhytidhysteron rufulum CBS 306.38
GCA_000467715.1,Hysterium pulicare CBS 123377
GCA_900186055.1,Torulaspora microellipsoides
GCA_000697685.1,Pleurotus ostreatus PC15
GCA_001890685.1,Aspergillus luchuensis CBS 106.47
GCA_022606115.1,Daedaleopsis nitida
GCA_002105095.1,Pseudomassariella vexata
GCA_030562905.1,[Candida] kutaonensis
GCA_931304085.1,Torulaspora quercuum
GCA_000292585.1,Pyricularia oryzae Y34
GCA_000292605.2,Pyricularia oryzae P131
GCA_002084285.1,Cercospora sojina S9
GCA_001611835.1,Saccharomyces cerevisiae Lalvin L2056
GCA_023646045.1,Letrouitia transgressa
GCA_023645825.1,Seirophora lacunosa
GCA_000320905.1,Aspergillus oryzae RIB326
GCA_003957675.1,Fusarium euwallaceae
GCA_000261445.1,Daldinia eschscholzii UM1020
GCA_030567025.1,Geotrichum europaeum
GCA_001969225.1,Ceriporiopsis andreanae CBS 279.92
GCA_002865655.1,Hyaloscypha variabilis F
GCA_000365045.1,Saccharomyces cerevisiae M3707
GCA_002370515.1,Metschnikowia proteae
GCA_010094145.1,Didymella exigua CBS 183.55
GCA_000261425.2,Cladosporium sphaerospermum UM 843
GCA_000334475.1,Moesziomyces antarcticus T-34
GCA_000301015.1,Fulvia fulva CBS 131901
GCA_022818075.1,Armillaria altimontana
GCA_002794735.1,Phellinus lamaoensis
GCA_032158425.1,Pleurotus giganteus
GCA_003707015.3,Wickerhamomyces canadensis
GCA_001600755.1,Ogataea methanolica
GCA_029876055.1,Madurella fahalii
GCA_000410955.1,Hortaea werneckii EXF-2000
GCA_000315935.1,Thermomyces lanuginosus SSBP
GCA_000687475.2,Ustilaginoidea virens
GCA_001890805.1,Aspergillus glaucus CBS 516.65
GCA_000269785.2,Aspergillus oryzae 3.042
GCA_000292725.1,Saccharomyces arboricola H-6
GCA_003788565.2,Ascobolus immersus RN42
GCA_000263175.2,Pleosporales sp. UM 1110
GCA_000299195.2,Kluyveromyces marxianus var. marxianus KCTC 17555
GCA_000365065.1,Saccharomyces cerevisiae M3836
GCA_000365085.1,Saccharomyces cerevisiae M3837
GCA_000365105.1,Saccharomyces cerevisiae M3838
GCA_000365125.1,Saccharomyces cerevisiae M3839
GCA_000278405.1,Aspergillus oryzae AS 3.951
GCA_001189435.1,Tolypocladium ophioglossoides CBS 100239
GCA_000256865.1,Saccharomyces kudriavzevii FM1069
GCA_000256055.1,Saccharomyces kudriavzevii FM1056
GCA_000256745.1,Saccharomyces kudriavzevii FM1057
GCA_000257005.1,Saccharomyces kudriavzevii FM1078
GCA_000257025.1,Saccharomyces kudriavzevii FM1079
GCA_000256845.1,Saccharomyces kudriavzevii FM1072
GCA_000256805.1,Saccharomyces kudriavzevii FM1073
GCA_000256925.1,Saccharomyces kudriavzevii FM1074
GCA_000256785.1,Saccharomyces kudriavzevii FM1062
GCA_000256905.1,Saccharomyces kudriavzevii FM1075
GCA_000256885.1,Saccharomyces kudriavzevii FM1076
GCA_000256985.1,Saccharomyces kudriavzevii FM1077
GCA_000256765.1,Saccharomyces kudriavzevii FM1066
GCA_000257105.1,Saccharomyces kudriavzevii IFO10990
GCA_000257085.1,Saccharomyces kudriavzevii IFO10991
GCA_918257225.1,Saccharomyces kudriavzevii IFO1803
GCA_000784695.1,Candida albicans Ca6
GCA_947243785.1,Saccharomyces kudriavzevii ZP591
GCA_000256825.1,Saccharomyces kudriavzevii FM1071
GCA_000256965.1,Saccharomyces kudriavzevii FM1094
GCA_001191645.1,Puccinia striiformis f. sp. tritici PST-78
GCA_000258745.1,Rhodotorula toruloides MTCC 457
GCA_022345685.2,Nothomitra cinnamomea
GCA_028828045.1,Penicillium odoratum
GCA_000278425.1,Aspergillus oryzae AS 3.863
GCA_016630905.1,Capillidium heterosporum
GCA_000281105.1,Coniosporium apollinis CBS 100218
GCA_010015615.1,Cucurbitaria berberidis CBS 394.84
GCA_010405425.1,Lentithecium fluviatile CBS 122367
GCA_010093895.1,Myriangium duriaei CBS 260.36
GCA_001951055.1,Daldinia eschscholzii IFB-TL01
GCA_000315665.1,Penicillium digitatum PHI26
GCA_000315645.2,Penicillium digitatum Pd1
GCA_030563505.1,[Candida] konsanensis
GCA_003707355.1,Pichia exigua
GCA_030558135.1,[Candida] adriatica
GCA_004114255.1,Acaulopage tetraceros
GCA_011420275.1,Geotrichum candidum
GCA_020826735.1,Aspergillus montevidensis
GCA_020631755.1,Colletotrichum sublineola
GCA_030867245.1,Colletotrichum eremochloae
GCA_000983605.1,Zymoseptoria pseudotritici
GCA_000983525.1,Zymoseptoria ardabiliae
GCA_001680625.1,Fusarium azukiicola
GCA_003444635.2,Morchella importuna
GCA_024713935.1,Morchella septimelata
GCA_020137385.1,Morchella sextelata
GCA_024521645.1,Morchella snyderi
GCA_010093885.1,Aplosporella prunicola CBS 121167
GCA_010015705.1,Aulographum hederae CBS 113979
GCA_004325075.1,Hamiltosporidium tvaerminnensis
GCA_911254575.1,Candida sanyaensis
GCA_030557985.1,[Candida] ficus
GCA_019670975.1,Acidiella bohemica
GCA_000568295.1,Saccharomyces cerevisiae P283
GCA_000280035.2,Encephalitozoon romaleae SJ-2008
GCA_023658565.1,Epichloe typhina subsp. poae
GCA_000447595.1,Candida albicans 3153A
GCA_017309835.1,Candida albicans CHN1
GCA_000447575.1,Candida albicans A20
GCA_000447535.1,Candida albicans A48
GCA_000447515.1,Candida albicans A67
GCA_000447475.1,Candida albicans A92
GCA_000447455.1,Candida albicans A123
GCA_000447615.1,Candida albicans A155
GCA_000447635.1,Candida albicans A84
GCA_000447495.1,Candida albicans A203
GCA_000585585.1,Capronia coronata CBS 617.96
GCA_000585565.1,Capronia epimyces CBS 606.96
GCA_000585535.1,Cladophialophora psammophila CBS 110553
GCA_000585515.1,Cladophialophora yegresii CBS 114405
GCA_000709125.1,Exophiala aquamarina CBS 119918
GCA_000568005.1,Saccharomyces cerevisiae R008
GCA_000568365.1,Saccharomyces cerevisiae R103
GCA_000568055.1,Saccharomyces cerevisiae P301
GCA_030407195.1,[Candida] tunisiensis
GCA_030564055.1,[Candida] mattraensis (nom. inval.)
GCA_025962755.1,Colletotrichum tropicicola
GCA_020281285.1,[Candida] oceani
GCA_000293215.1,Trichosporon asahii var. asahii CBS 2479
GCA_022814425.1,Alternaria angustiovoidea
GCA_021613345.1,Alternaria burnsii
GCA_023758085.1,Alternaria hordeiaustralica
GCA_024043165.1,Alternaria incomplexa
GCA_024291825.1,Alternaria postmessia
GCA_020736505.1,Alternaria rosae
GCA_023758065.1,Alternaria ventricosa
GCA_027946515.1,Gnomoniopsis smithogilvyi
GCA_030014135.1,Aspergillus fijiensis
GCA_030412805.1,Westerdykella aurantiaca
GCA_030582255.1,Wickerhamomyces subpelliculosus
GCA_002786045.1,Zasmidium angulare
GCA_014281905.1,Aspergillus hiratsukae
GCA_030558955.1,Diddensiella caesifluorescens
GCA_027569055.1,Aspergillus baeticus
GCA_020002365.1,Trichoderma gracile
GCA_016758965.1,Circinella minor
GCA_000280825.1,Clarireedia homoeocarpa LT30
GCA_023623795.1,Talaromyces amestolkiae
GCA_003706045.2,Peterozyma toletana
GCA_024140245.1,Backusella tuberculispora
GCA_029783945.1,Aspergillus neoniger
GCA_000691885.1,Aspergillus oryzae 100-8
GCA_001929475.1,Neolecta irregularis DAH-3
GCA_030563305.1,[Candida] maesae (nom inval.)
GCA_030564145.1,[Candida] takata
GCA_030567055.1,[Candida] taoyuanica
GCA_030563225.1,[Candida] hungchunana
GCA_030558335.1,[Candida] stauntonica
GCA_013368535.1,Candida theae
GCA_011426265.1,Dactylonectria torresensis
GCA_022560025.1,Stagonosporopsis chrysanthemi
GCA_000812845.1,Stagonosporopsis tanaceti
GCA_000317355.2,Metschnikowia fructicola 277
GCA_000723645.1,Saccharomyces cerevisiae N85
GCA_000400815.2,Verticillium dahliae JR2
GCA_000372705.1,Cerataphis brasiliensis yeast-like symbiont
GCA_018466975.1,Sparassis latifolia
GCA_030583125.1,Metschnikowia sinensis
GCA_030581535.1,Yamadazyma siamensis
GCA_030571955.1,Yamadazyma phyllophila
GCA_013266185.1,Fusarium sarcochroum
GCA_000584915.1,Penicillium expansum NRRL 62431
GCA_014850565.1,Cryphonectria naterciae
GCA_030867565.1,Colletotrichum costaricense
GCA_030869315.1,Colletotrichum cuscutae
GCA_001663355.1,Colletotrichum godetiae
GCA_030413865.1,Colletotrichum limetticola
GCA_030868995.1,Colletotrichum melonis
GCA_001831195.1,Colletotrichum orchidophilum
GCA_001563125.1,Colletotrichum salicis
GCA_018906675.1,Colletotrichum scovillei
GCA_030869305.1,Colletotrichum tamarilloi
GCA_030568095.1,Naumovozyma baii
GCA_002216185.1,Parastagonospora nodorum Sn79
GCA_030674715.1,[Candida] phyllophila
GCA_030557995.1,[Candida] vitiphila
GCA_001969505.1,Zancudomyces culisetae
GCA_000294735.1,Aureobasidium pullulans AY4
GCA_000286515.1,Pichia kudriavzevii M12
GCA_001649435.1,[Candida] ethanolica M2
GCA_000304155.1,Candida orthopsilosis AY2
GCA_000350065.2,Colletotrichum orbiculare MAFF 240422
GCA_000319635.2,Colletotrichum fructicola Nara gc5
GCA_910592015.1,Diversispora eburnea
GCA_000287895.1,Saccharomyces pastorianus CCY48 - 91
GCA_032191545.1,Diaporthe amygdali
GCA_001630405.1,Diaporthe ampelina
GCA_000616805.1,Trichophyton rubrum CBS 100081
GCA_000616845.1,Trichophyton rubrum CBS 289.86
GCA_000616825.1,Trichophyton rubrum CBS 288.86
GCA_000616865.1,Trichophyton soudanense CBS 452.61
GCA_000616965.1,Trichophyton rubrum CBS 735.88
GCA_000616985.1,Trichophyton rubrum CBS 202.88
GCA_000622995.1,Trichophyton rubrum D6
GCA_000616785.1,Trichophyton interdigitale H6
GCA_000616765.1,Trichophyton rubrum MR850
GCA_000622975.1,Trichophyton interdigitale MR816
GCA_000616905.1,Trichophyton rubrum MR1448
GCA_000616945.1,Trichophyton rubrum MR1459
GCA_001510565.1,Knoxdaviesia proteae
GCA_026319135.1,Colletotrichum nupharicola
GCA_000315255.1,Fusarium fujikuroi B14
GCA_030558325.1,[Candida] tanticharoeniae
GCA_022496045.1,Colletotrichum aenigma
GCA_000355865.1,Volvariella volvacea PYd21
GCA_030867305.1,Colletotrichum zoysiae
GCA_023184695.1,Umbilicaria phaea
GCA_030578495.1,Starmerella sirachaensis
GCA_030569255.1,Candida sakaeoensis (nom. inval.)
GCA_030569455.1,Metschnikowia saccharicola
GCA_030563105.1,Metschnikowia lopburiensis
GCA_000816005.1,Penicillium chrysogenum KF-25
GCA_030579035.1,Barnettozyma siamensis
GCA_000299215.2,Trichosporon asahii var. asahii CBS 8904
GCA_003426965.1,Aspergillus tanneri
GCA_023624915.1,Aspergillus amoenus
GCA_021436935.1,Aspergillus creber
GCA_027569695.1,Aspergillus cvjetkovicii
GCA_027569115.1,Aspergillus fructus
GCA_021437015.1,Aspergillus jensenii
GCA_016861865.1,Aspergillus puulaauensis
GCA_905220315.1,Saccharomyces cerevisiae PE-2
GCA_000365145.2,Cyphellophora europaea CBS 101466
GCA_000401635.1,Mucor circinelloides 1006PhL
GCA_000317715.1,Ophiostoma novo-ulmi subsp. novo-ulmi H327
GCA_009193595.1,Aspergillus bertholletiae
GCA_000315335.1,Epichloe elymi E56
GCA_002150815.3,Grammothele lineata
GCA_000313325.1,Histoplasma capsulatum var. capsulatum Tmu
GCA_900067095.1,Fusarium proliferatum ET1
GCA_947670415.1,Candida verbasci
GCA_000308955.1,Epichloe typhina E8
GCA_000309355.1,Epichloe gansuensis var. inebrians E818
GCA_000308935.1,Saccharomyces cerevisiae ZTW1
GCA_030674695.1,Diutina mesorugosa
GCA_021030905.1,Pyrenula massariospora
GCA_000516985.1,Pestalotiopsis fici W106-1
GCA_016802225.1,Fusarium oxysporum f. sp. cubense race 1
GCA_002215825.1,Cryptococcus neoformans var. grubii C23
GCA_002220445.1,Cryptococcus neoformans var. grubii AD1-7a
GCA_002222375.1,Cryptococcus neoformans var. grubii A2-102-5
GCA_002222255.1,Cryptococcus neoformans var. grubii D17-1
GCA_002215775.1,Cryptococcus neoformans var. grubii AD2-60a
GCA_002224005.1,Cryptococcus neoformans var. grubii Gb118
GCA_002222225.1,Cryptococcus neoformans var. grubii Br795
GCA_002222395.1,Cryptococcus neoformans var. grubii MW-RSA36
GCA_002222405.1,Cryptococcus neoformans var. grubii c8
GCA_002222295.1,Cryptococcus neoformans var. grubii CHC193
GCA_002215765.1,Cryptococcus neoformans var. grubii AD1-83a
GCA_002222455.1,Cryptococcus neoformans var. grubii MW-RSA1955
GCA_002222315.1,Cryptococcus neoformans var. grubii Th84
GCA_002215855.1,Cryptococcus neoformans var. grubii c45
GCA_002220035.1,Cryptococcus neoformans var. grubii MW-RSA852
GCA_002222465.1,Cryptococcus neoformans var. grubii Bt120
GCA_002222335.1,Cryptococcus neoformans var. grubii Bt15
GCA_002222325.1,Cryptococcus neoformans var. grubii Tu259-1
GCA_002215705.1,Cryptococcus neoformans var. grubii Bt1
GCA_002234625.1,Cryptococcus neoformans var. grubii Bt63
GCA_002215835.1,Cryptococcus neoformans var. grubii Bt85
GCA_002222475.1,Cryptococcus neoformans var. grubii Tu401-1
GCA_002222385.1,Cryptococcus neoformans var. grubii Ze90-1
GCA_002215885.1,Cryptococcus neoformans var. grubii 125.91
GCA_002222215.1,Cryptococcus neoformans var. grubii A5-35-17
GCA_002221985.1,Cryptococcus neoformans var. grubii A1-35-8
GCA_003795295.1,Cytospora leucostoma
GCA_000498855.2,Diaporthe longicolla MSPL 10-6
GCA_000349305.2,Malassezia sympodialis ATCC 42132
GCA_000826855.1,Basidioascus undulatus
GCA_026262405.1,Curvularia hawaiiensis
GCA_900074735.1,Lachancea sp. 'fantastica'
GCA_030558775.1,Lachancea mirantina
GCA_030575055.1,[Candida] duobushaemulonis
GCA_012184655.1,[Candida] haemuloni var. vulneris
GCA_002105025.1,Clohesyomyces aquaticus
GCA_001444555.1,[Cryptococcus] albidus var. albidus
GCA_030578715.1,Magnusiomyces tetraspermus
GCA_030568275.1,Lipomyces orientalis
GCA_026283605.1,Ganoderma lingzhi
GCA_001939105.2,Sugiyamaella xylanicola (nom. inval.)
GCA_000332775.1,Trichoderma longibrachiatum SMF2
GCA_030573555.1,Hanseniaspora hatyaiensis (nom. inval.)
GCA_013364945.1,Fusarium tupiense
GCA_013618265.1,Fusarium albidum
GCA_012931995.1,Fusarium albosuccineum
GCA_014824385.1,Fusarium cyanostomum
GCA_013623715.1,Fusarium verrucosum
GCA_014824505.1,Fusarium torreyae
GCA_000446055.1,Colletotrichum gloeosporioides Cg-14
GCA_030578095.1,Auricularia cornea
GCA_000474995.1,Puccinia striiformis f. sp. tritici CY32
GCA_001307865.1,Penicillium digitatum PDC 102
