#assembly_accession,organism_name
GCA_002287175.1,Methanobacterium bryantii
GCA_031624555.1,Halomicroarcula sp. S1AR25-4
GCA_031624605.1,Halomicroarcula sp. S3CR25-11
GCA_029502005.1,Natrinema salsiterrestre
GCA_031626475.1,Haloferax sp. S2CR25-2
GCA_031626495.1,Natrinema sp. 1APR25-10V2
GCA_025839675.1,Candidatus Lokiarchaeum sp. B-35
GCA_023913515.1,Natronococcus sp. CG52
GCA_027310065.1,Candidatus Micrarchaeaceae archaeon
GCA_027373055.1,Thermoplasmataceae archaeon
GCA_027333225.1,Candidatus Mancarchaeum sp.
GCA_027328105.1,Picrophilus sp.
GCA_024138145.1,Natronosalvus halobius
GCA_017357105.2,Natronosalvus caseinilyticus
GCA_024218795.1,Halorussus sp. XZYJ18
GCA_024138165.1,Halorussus sp. XZYJT10
GCA_024138125.1,Halorussus sp. YCN54
GCA_024204665.1,Natronosalvus rutilus
GCA_023973145.1,Natronosalvus vescus
GCA_002501855.1,Candidatus Nitrosopolaris nunavutensis
GCA_003176995.1,Candidatus Nitrosopolaris wilkensis
GCA_933226985.1,Candidatus Nitrosopolaris kilpisjaerviensis
GCA_933227015.1,Candidatus Nitrosopolaris rasttigaisensis
GCA_024227435.1,Natrinema caseinilyticum
GCA_024266705.1,Natrinema gelatinilyticum
GCA_024218815.1,Halomicroarcula marina
GCA_025457605.1,Halomicroarcula laminariae
GCA_024227715.1,Halomarina sp. BCD28
GCA_024296665.1,Salinilacihabitans rarus
GCA_024300625.1,Halovivax gelatinilyticus
GCA_024296685.1,Natrinema marinum
GCA_024228315.1,Halomarina sp. BND7
GCA_024178165.1,Halohasta sp. GSL13
GCA_024298905.1,Natronomonas marina
GCA_024298845.1,Natronosalvus amylolyticus
GCA_024298865.1,Halorarius halobius
GCA_024298885.1,Haloglomus halophilum
GCA_024298825.1,Haloglomus salinum
GCA_024362405.1,Halorarius litoreus
GCA_024362485.1,Natronobeatus ordinarius
GCA_024362525.1,Natrononativus amylolyticus
GCA_024609245.1,Haloarchaeobius sp. FL176
GCA_026627305.1,Sulfolobaceae archaeon
GCA_024707485.1,Thermococcus sp. 813A4
GCA_003661185.1,Candidatus Alkanophagales archaeon
GCA_029259545.1,Candidatus Alkanophaga volatiphilum
GCA_029259535.1,Candidatus Alkanophaga liquidiphilum
GCA_025054515.1,Candidatus Caldarchaeum sp.
GCA_021650775.1,Candidatus Benthortus lauensis
GCA_026134065.1,Candidatus Methanospirare jalkutatii
GCA_026134085.1,Candidatus Methanoxibalbensis ujae
GCA_024167805.1,Methanobacterium sp. ERen5
GCA_029232205.1,Candidatus Nanohalobia archaeon BNXNv
GCA_029207735.1,Candidatus Nanohaloarchaeota archaeon SVXNc
GCA_023539445.1,Candidatus Terraquivivens yellowstonensis
GCA_023268095.1,Candidatus Terraquivivens tengchongensis
GCA_023267885.1,Candidatus Terraquivivens ruidianensis
GCA_023267955.1,Candidatus Geocrenenecus huangii
GCA_023539555.1,Candidatus Geocrenenecus arthurdayi
GCA_023267855.1,Candidatus Geocrenenecus dongiae
GCA_021323375.2,Candidatus Wolframiiraptor gerlachensis
GCA_023539495.1,Candidatus Wolframiiraptor allenii
GCA_023261865.1,Candidatus Wolframiiraptor sinensis
GCA_003660635.1,Candidatus Wolframiiraptor sp.
GCA_029207715.1,Halorhabdus sp. SVX81
GCA_025399835.1,Haloarchaeobius sp. HME9146
GCA_025517425.1,Halobacteria archaeon AArc-dxtr1
GCA_025517525.1,Halobacteria archaeon AArc-curdl1
GCA_025517495.1,Halobacteria archaeon AArc-xg1-1
GCA_025517485.1,Halobacteria archaeon AArc-m2/3/4
GCA_025517535.1,Halapricum hydrolyticum
GCA_025517465.1,Halobacteria archaeon HArc-gm2
GCA_029229925.1,Halorhabdus sp. BNX81
GCA_018228765.1,Halorubrum ruber
GCA_025641885.1,Pyrobaculum sp. 3827-6
GCA_022729335.1,Candidatus Nanoanaerosalina halalkaliphila
GCA_022729315.1,Candidatus Nanohalalkaliarchaeum halalkaliphilum
GCA_022257775.1,Candidatus Nanoanaerosalina archaeon
GCA_027257195.1,Halorubrum sp. F4
GCA_023955635.1,Methanosarcina sp. ERenArc_MAG2
GCA_026248685.1,Haladaptatus sp. ZJ1
GCA_029889855.1,Halopenitus sp. POP-27
GCA_029889805.1,Halorubrum sp. Boch-26
GCA_009776805.1,Candidatus Termiticorpusculum sp.
GCA_009778815.1,Candidatus Termitimicrobium sp.
GCA_026692625.1,Methanobacterium sp. DP
GCA_026891975.1,Methanocorpusculum petauri
GCA_026891935.1,Methanocorpusculum vombati
GCA_028275165.1,Haloquadratum sp.
GCA_028276685.1,Thermofilales archaeon
GCA_028890305.1,Methanosphaera sp. Vir-13MRS
GCA_028561875.1,Methanomassiliicoccaceae archaeon COG_1
GCA_028693335.1,Candidatus ainarchaeum sp.
GCA_030168575.1,Methanomassiliicoccales archaeon LGM-RCC1
GCA_030168595.1,Methanomassiliicoccales archaeon LGM-DZ1
GCA_028617175.1,Halococcus sp. PRR34
GCA_028751095.1,Euryarchaeota archaeon Ods01
GCA_028751075.1,Euryarchaeota archaeon Ods02
GCA_028751085.1,Euryarchaeota archaeon Ods05
GCA_028751135.1,Euryarchaeota archaeon Ods03
GCA_028751055.1,Euryarchaeota archaeon Ods04
GCA_028747785.1,Halosimplex sp. XZYJT29
GCA_032714515.1,Methanimicrococcus sp. At1
GCA_032594435.1,Methanimicrococcus sp. Es2
GCA_032594095.1,Methanimicrococcus sp. Hf6
GCA_032594115.1,Methanosarcinaceae archaeon Ac7
GCA_032714475.1,Methanosarcinaceae archaeon Ag5
GCA_032594355.1,Methanosarcinaceae archaeon Am2
GCA_032714615.1,Methanocorpusculaceae archaeon Ag1
GCA_032714495.1,Methanocorpusculaceae archaeon Cs1
GCA_032603555.1,Methanocorpusculaceae archaeon Sp1
GCA_030919125.1,Methanoregula sp. SKADARSKE-2
GCA_029530365.1,Halomicroarcula sp. FL173
GCA_029490015.1,Halobaculum sp. YSMS11
GCA_029338555.1,Halobaculum sp. DT55
GCA_030127125.1,Halobaculum sp. DT92
GCA_030127165.1,Halobaculum sp. DT31
GCA_030127145.1,Halobaculum sp. SYNS20
GCA_029814175.1,Salinigranum sp. XZGYJ-43
GCA_029338195.1,Halomicroarcula sp. GDY20
GCA_029489995.1,Haladaptatus sp. DYSN1
GCA_029278565.1,Halomicroarcula sp. DFY41
GCA_029338215.1,Haladaptatus sp. YSMS36
GCA_029338575.1,Halomarina sp. PSR21
GCA_029338235.1,Halomicroarcula sp. SHR3
GCA_029338255.1,Halomicroarcula sp. XH51
GCA_030127105.1,Halomicroarcula sp. YJ-61-S
GCA_029338275.1,Halomicroarcula sp. ZS-22-S1
GCA_029338295.1,Haladaptatus sp. QDMS2
GCA_029338315.1,Halomicroarcula sp. SYNS111
GCA_029167205.1,Candidatus Methanocrinis alkalitolerans
GCA_029167045.1,Candidatus Methanocrinis natronophilus
GCA_030553305.1,Halomarina sp. PSRA2
GCA_029338335.1,Halovivax sp. TS33
GCA_029338355.1,Halosegnis sp. DT85
GCA_029338375.1,Halorussus sp. DT80
GCA_029338395.1,Halorussus sp. DT72
GCA_029338515.1,Haloglomus sp. DT116
GCA_025920205.1,Candidatus Parvarchaeum tengchongense
GCA_025920375.1,Candidatus Rehaiarchaeum fermentans
GCA_025920565.1,Candidatus Haiyanarchaeum thermophilum
GCA_025920685.1,Candidatus Jingweiarchaeum tengchongense
GCA_030587585.1,Candidatus Njordarchaeota archaeon
GCA_030587505.1,Candidatus Sigynarchaeota archaeon
GCA_030587405.1,Candidatus Freyrarchaeum guaymaensis
GCA_030587475.1,Candidatus Sigynarchaeum springense
GCA_030587605.1,Candidatus Njordarchaeum guaymaensis
GCA_029688845.1,Natronococcus sp. A-GB1
GCA_029688865.1,Natronococcus sp. A-GB7
GCA_029688825.1,Haloarculaceae archaeon H-GB1-1
GCA_029854155.1,Methanonatronarchaeum sp. AMET-Sl
GCA_029762755.1,Candidatus Bathyarchaeum tardum
GCA_030753015.1,Candidatus Undinarchaeales archaeon
GCA_030018075.1,Candidatus Bathyarchaeia archaeon
GCA_030018135.1,Candidatus Hodarchaeaceae archaeon
GCA_030068615.1,Halostagnicola sp. A-GB9-2
GCA_021498095.1,Candidatus Harpocratesius repetitus
GCA_030186535.1,Ignisphaera sp. 4213-co
GCA_030287405.1,Halalkalicoccus sp. NIPERK01
GCA_030273315.1,Natrialbaceae archaeon AArc-T1-2
GCA_030505615.1,Salinibaculum sp. KK48
GCA_030646255.1,Candidatus Burarchaeum sp.
GCA_030612265.1,Candidatus Prometheoarchaeum sp.
GCA_030600945.1,Candidatus Undinarchaeia archaeon
GCA_030669725.1,Candidatus Methanollivieraceae archaeon
GCA_963082495.1,Methanobrevibacter sp. V74
GCA_963082475.1,Methanobrevibacter sp. V14
GCA_029856705.1,Candidatus Njordarchaeum logiae
GCA_018383875.1,Candidatus Jordarchaeia archaeon
GCA_029856125.1,Candidatus Lokiarchaeia archaeon
GCA_029856525.1,Candidatus Odinarchaeia archaeon
GCA_029856345.1,Candidatus Sifarchaeia archaeon
GCA_003662835.1,Candidatus Asgardarchaeum californiense
GCA_030734285.1,Natronococcus sp. AD5
GCA_030734185.1,Haloferacaceae archaeon XH8
GCA_030848575.1,Haloarcula sp. H-GB4
GCA_030848585.1,Halobellus sp. H-GB7
GCA_030848565.1,Natronolimnohabitans sp. A-GB9
GCA_032666825.1,Methanoculleus sp. T6-6.21
GCA_032666145.1,Methanoculleus sp. T6-6.68
GCA_032665145.1,Methanoculleus sp. T6-7.27
GCA_032664565.1,Methanoculleus sp. T6-7.90
GCA_032663485.1,Methanoculleus sp. T6-8.48
GCA_032664165.1,Methanoculleus sp. T6-8.7
GCA_032664805.1,Methanomassiliicoccales archaeon T6-7.61
GCA_032663865.1,Methanomassiliicoccales archaeon T6-8.23
GCA_032663305.1,Methanomassiliicoccales archaeon T6-8.52
GCA_032662965.1,Methanomassiliicoccales archaeon T6-8.84
GCA_032662905.1,Methanomassiliicoccales archaeon T6-8.90
GCA_032666925.1,Methanomassiliicoccus sp. T6-6.9
GCA_032664985.1,Methanomassiliicoccus sp. T6-7.41
GCA_032664745.1,Methanomassiliicoccus sp. T6-7.73
GCA_032663525.1,Methanomassiliicoccus sp. T6-8.46
GCA_032249575.1,Candidatus Calditenuis sp.
GCA_030059685.1,Candidatus Caldarchaeales archaeon
GCA_014361165.1,Candidatus Mnemosynella bozhongmuii
GCA_014361185.1,Candidatus Mnemosynella sp.
GCA_003662305.1,Candidatus Hecatellales archaeon
GCA_020344315.1,Candidatus Bathyarchaeum sp.
GCA_031312535.1,Methanolobus sp. FTZ2
GCA_031312595.1,Methanolobus sp. FTZ6
GCA_031461075.1,Methanosarcina sp. Z-7115
GCA_031432215.1,Halodesulfurarchaeum sp. HSR-GB
GCA_031432225.1,Halalkaliarchaeum sp. AArc-GB
GCA_031823395.1,Halobellus sp. ZY16
GCA_032116555.1,Halobaculum sp. XH14
GCA_032113415.1,Halobellus sp. DFY28
GCA_031852275.1,Natrialbaceae archaeon CCL63
GCA_030059665.1,Candidatus Calditenuis fumarioli
GCA_030059675.1,Candidatus Pelearchaeum maunauluense
GCA_025059595.1,Candidatus Calditenuaceae archaeon
GCA_015520425.1,Candidatus Pelearchaeum sp.
