GRCh38,"NC_000001.11 Homo sapiens chromosome 1, GRCh38.p14 Primary Assembly"
LC049491.1,"LC049491.1 Hepatovirus A gene for polyprotein, VP1-2B region, partial cds, isolate: MNA12-018_VP1-2B"
OU062740.1,"OU062740.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
MH832076.1,"MH832076.1 HIV-1 isolate 2278-PBCM56 from USA pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence"
OV848397.1,"OV848397.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
ON194556.1,"ON194556.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV15261/2020, complete genome"
OW084802.1,"OW084802.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OQ458451.1,"OQ458451.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CO-CDPHE-2103774759/2023, complete genome"
KP109485.1,"KP109485.1 HIV-1 isolate DEMC00IN010 from India gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds"
OL843761.1,"OL843761.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-3000275451/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
BK051625.1,"BK051625.1 MAG TPA_asm: Caudoviricetes sp. isolate ct8SI54, partial genome"
MW550191.1,"MW550191.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-QDX-4139/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OW977831.1,"OW977831.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OQ314115.1,"OQ314115.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MT-UMGC-02980/2021, complete genome"
AB221016.1,"AB221016.1 Influenza A virus (A/Hanoi/184/2002(H3N2)) HA gene for hemagglutinin, partial cds"
MZ310906.1,"MZ310906.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC-COVID21-1744/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OX772731.1,"OX772731.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OV000823.1,"OV000823.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OW394930.1,"OW394930.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY110540.1,"OY110540.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV227338.1,"OV227338.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OU783035.1,"OU783035.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
EU664654.1,"EU664654.1 HIV-1 isolate 719-10 from USA envelope glycoprotein (env) gene, partial cds"
OU442415.1,"OU442415.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV100149.1,"OV100149.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY666274.1,"OY666274.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OU598448.1,"OU598448.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
FJ659471.1,"FJ659471.1 HIV-1 isolate N423 from Venezuela nef protein (nef) gene, partial cds"
OV912021.1,"OV912021.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV100474.1,"OV100474.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX825699.1,"OX825699.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
DQ537195.1,"DQ537195.1 HIV-1 isolate C3-7 from USA reverse transcriptase gene, partial cds"
OW473410.1,"OW473410.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OD952539.1,"OD952539.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OP394673.1,"OP394673.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA-EVTL15562/2022 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
HM114793.1,"HM114793.1 HIV-1 isolate C39112R9 from Uganda envelope glycoprotein (env) gene, partial cds"
OK356252.1,"OK356252.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-LACPHL-AF03012/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
ON104437.1,"ON104437.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CO-CDPHE-34707590/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK371488.1,"OK371488.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX-CDC-FG-133744/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OL649839.1,"OL649839.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-CDC-ASC210520906/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OW216886.1,"OW216886.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX474173.1,"OX474173.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OL350214.1,"OL350214.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX-CDC-QDX30129566/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK292711.1,"OK292711.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-CDC-ASC210002328/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OV721664.1,"OV721664.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV570816.1,"OV570816.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OM507279.1,"OM507279.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-MDH-22088/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OR806222.1,"OR806222.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-500127222/2023 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
JX147043.1,"JX147043.1 HIV-1 isolate BCCFE_HOMER_GP41_4466 from Canada envelope glycoprotein (env) gene, partial cds"
OM913353.1,"OM913353.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-2033/2022 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) gene, complete cds; ORF3a protein (ORF3a) gene, partial cds; envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MZ730403.1,"MZ730403.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDC-FG-048001/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OL340070.1,"OL340070.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDC-FG-155748/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OW848411.1,"OW848411.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY568622.1,"OY568622.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OK498133.1,"OK498133.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-CDC-ASC210407982/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MW062311.1,MW062311.1 HIV-1 isolate TSC_127V1_PL2_P3 from USA defective genome
OU716441.1,"OU716441.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX323146.1,"OX323146.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
FJ798400.1,"FJ798400.1 HIV-1 isolate 109_50 from USA envelope glycoprotein (env) gene, complete cds; vpu pseudogene, partial sequence; rev protein (rev) gene, partial cds; tat pseudogene, partial sequence; and nef protein (nef) gene, complete cds"
OX256958.1,"OX256958.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OU435730.1,"OU435730.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY228268.1,"OY228268.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OM926700.1,"OM926700.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-CDC-ASC210824214/2022, complete genome"
OL911295.1,"OL911295.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDC-FG-190385/2021, complete genome"
OL539152.1,"OL539152.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-13081/2021 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; surface glycoprotein (S) gene, complete cds; ORF3a gene, complete sequence; envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OU893723.1,"OU893723.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OW059854.1,"OW059854.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OW198832.1,"OW198832.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY686509.1,"OY686509.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OU930421.1,"OU930421.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OW868536.1,"OW868536.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX774373.1,"OX774373.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OW624373.1,"OW624373.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX920170.1,"OX920170.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
EU781840.1,"EU781840.1 HIV-1 isolate VL07_286 from India pol protein (pol) gene, partial cds"
OV741938.1,"OV741938.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY051614.1,"OY051614.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
JQ804311.1,"JQ804311.1 Hepatitis C virus clone 10024.06.5Q2.B2 polyprotein gene, partial cds"
OP086039.1,"OP086039.1 Influenza A virus (A/Texas/12519/2021(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
OU024426.1,"OU024426.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OQ206086.1,"OQ206086.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NC-CDC-LC0976297/2022, complete genome"
JQ912867.1,"JQ912867.1 Hantaan virus isolate LongquanHu-200938 envelope glycoprotein gene, partial cds"
OM962430.1,"OM962430.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDC-QDX34247064/2022, complete genome"
MT810633.1,"MT810633.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-1164-SAN/2020, complete genome"
MW697777.1,"MW697777.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OH-CDC-QDX22020365/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK114107.1,"OK114107.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TX-CDC-LC0210794/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OQ216032.1,"OQ216032.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-221223525819/2022, complete genome"
OM059427.2,"OM059427.2 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-211224741077/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, partial cds; envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; and ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, partial cds"
OX126981.1,"OX126981.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OU554234.1,"OU554234.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
GQ372214.1,"GQ372214.1 HIV-1 isolate V8539TOB8U from USA pol protein (pol) gene, partial cds"
MN772290.1,"MN772290.1 MAG: TTV-like mini virus isolate SAfiA-228-13, partial genome"
OV372147.1,"OV372147.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OU357520.1,"OU357520.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
MW781157.1,"MW781157.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OK-CDC-LC0023688/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
KC615101.1,"KC615101.1 Hepatitis C virus clone 464.70_12 polyprotein gene, partial cds"
OV616381.1,"OV616381.1 Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
MH797786.1,"MH797786.1 Influenza A virus (A/New York/PV00331/2017(H3N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
